Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,Course Name,Description,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2020 - 2021,2021 Spring,UGRD,UGRD,Donna,French,Weishu Deng,CSE,1320,8,INTERMEDIATE PROGRAMMING,"Programming concepts beyond basic control and data structures. Emphasis is given to data structures including linked-lists and trees as well as modular design consistent with software engineering principles. Prerequisite: C or better inCSE 1310and C or better in (or concurrent enrollment in) (MATH 1421,MATH 1426,MATH 2425,MATH 2326,MATH 3330,HONR-SC 1426, orHONR-SC 2425) or a qualifying score on the ALEKS PPL and C or better inUNIV 1131(or concurrent enrollment) orENGR 1101(or concurrent enrollment.).",14,14,10,2,6,0,0,1,2,0,0,49
2020 - 2021,2021 Spring,UGRD,UGRD,Fadiah,Qudah,Adly Noore,CSE,1320,1,INTERMEDIATE PROGRAMMING,"Programming concepts beyond basic control and data structures. Emphasis is given to data structures including linked-lists and trees as well as modular design consistent with software engineering principles. Prerequisite: C or better inCSE 1310and C or better in (or concurrent enrollment in) (MATH 1421,MATH 1426,MATH 2425,MATH 2326,MATH 3330,HONR-SC 1426, orHONR-SC 2425) or a qualifying score on the ALEKS PPL and C or better inUNIV 1131(or concurrent enrollment) orENGR 1101(or concurrent enrollment.).",24,4,10,0,1,0,0,1,3,0,0,43
2020 - 2021,2021 Spring,UGRD,UGRD,Fadiah,Qudah,Mohammad Minhazul Haq,CSE,1310,3,INTRODUCTION TO COMPUTERS & PROGRAMMING,"An introduction to the computer, to the algorithmic process, and to programming using basic control and data structures, using a procedural language. Prerequisite: C or better inMATH 1302orMATH 1402or C or better in (or concurrent enrollment in) a subsequent mathematics course (MATH 1421,MATH 1426,MATH 2425,MATH 2326,MATH 3330,HONR-SC 1426orHONR-SC 2425) or a qualifying score on the ALEKS PPL and C or better inUNIV 1131(or concurrent enrollment) orENGR 1101(or concurrent enrollment).",28,5,6,2,1,0,0,0,3,0,0,45
2020 - 2021,2021 Spring,UGRD,UGRD,Fadiah,Qudah,Saif Sayed,CSE,1325,4,OBJECT-ORIENTED PROGRAMMING,"Object-oriented concepts, class diagrams, collection classes, generics, polymorphism, and reusability.  Projects involve extensive programming and include graphical user interfaces and multithreading. Prerequisite:CSE 1320.",31,11,4,1,0,0,0,0,3,0,0,50
2020 - 2021,2021 Spring,UGRD,UGRD,Fadiah,Qudah,Suryam Sharma,CSE,1310,1,INTRODUCTION TO COMPUTERS & PROGRAMMING,"An introduction to the computer, to the algorithmic process, and to programming using basic control and data structures, using a procedural language. Prerequisite: C or better inMATH 1302orMATH 1402or C or better in (or concurrent enrollment in) a subsequent mathematics course (MATH 1421,MATH 1426,MATH 2425,MATH 2326,MATH 3330,HONR-SC 1426orHONR-SC 2425) or a qualifying score on the ALEKS PPL and C or better inUNIV 1131(or concurrent enrollment) orENGR 1101(or concurrent enrollment).",27,9,6,6,1,0,0,0,1,0,0,50
2020 - 2021,2021 Spring,UGRD,UGRD,Fatma,Arslan,Jacob Devasier,CSE,4392,1,SPECIAL TOPICS,New developments in the field of computer science and engineering. Topic may vary from semester to semester. May be repeated for credit when topic changes. Departmental approval required in advance to use for degree credit. Prerequisite: consent of instructor.,11,5,0,0,0,0,0,0,2,0,0,18
2020 - 2021,2021 Spring,UGRD,UGRD,George,Rice,Jahnavi Nuthalapati,CSE,1325,3,OBJECT-ORIENTED PROGRAMMING,"Object-oriented concepts, class diagrams, collection classes, generics, polymorphism, and reusability.  Projects involve extensive programming and include graphical user interfaces and multithreading. Prerequisite:CSE 1320.",14,7,8,2,5,0,0,2,7,0,0,45
2020 - 2021,2021 Spring,UGRD,UGRD,George,Rice,Mengxiao Wang,CSE,1325,2,OBJECT-ORIENTED PROGRAMMING,"Object-oriented concepts, class diagrams, collection classes, generics, polymorphism, and reusability.  Projects involve extensive programming and include graphical user interfaces and multithreading. Prerequisite:CSE 1320.",11,8,5,0,2,0,0,5,10,0,0,41
2020 - 2021,2021 Spring,UGRD,UGRD,Giridhar,Amaravadi,Pranjol Sen Gupta,CSE,4314,2,PROFESSIONAL PRACTICES,"Ethics. Contemporary social aspects and responsibilities of computing in a global, societal context. Lifelong learning goals and resources. Entrepreneurship and intellectual property. Project involving written and oral communication. Prerequisite: Admitted into an Engineering Professional Program. C or better inCOMS 2302.",46,4,0,0,0,0,0,0,0,0,0,50
2020 - 2021,2021 Spring,UGRD,UGRD,Giridhar,Amaravadi,Sunny Shree,CSE,4322,2,SOFTWARE PROJECT MANAGEMENT,"Introduction to software project management. Issues include effort estimation and costing, project planning and scheduling, option analysis, software quality assurance, and formal technical reviews. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3310.",44,6,1,0,0,0,0,0,0,0,0,51
2020 - 2021,2021 Spring,UGRD,UGRD,Habeeb,Olufowobi,Chidozie Arukwe,CSE,4344,4,COMPUTER NETWORK ORGANIZATION,"Design and analysis of computer networks. Emphasis on the OSI architecture but discusses other schemes (e.g., ARPAnet). Data link control, local networks, protocols/architectures, network access protocols, transport protocols, internetworking, and ISDN. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",2,2,2,0,0,0,0,0,2,0,0,8
2020 - 2021,2021 Spring,UGRD,UGRD,Ishfaq,Ahmad,Saifullah Khalid,CSE,4351,1,PARALLEL PROCESSING,"Theory and practice of parallel processing, including characterization of parallel processors, models for memory, algorithms, and interprocess synchronization. Issues in parallelizing serial computations, efficiency and speedup analysis. Programming exercises using one or more concurrent programming languages, on one of more parallel computers. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",4,2,2,1,3,0,0,0,7,0,0,19
2020 - 2021,2021 Spring,UGRD,UGRD,Janice,Tiernan,"Hamza Reza Pavel, Joshua Chi",CSE,1310,5,INTRODUCTION TO COMPUTERS & PROGRAMMING,"An introduction to the computer, to the algorithmic process, and to programming using basic control and data structures, using a procedural language. Prerequisite: C or better inMATH 1302orMATH 1402or C or better in (or concurrent enrollment in) a subsequent mathematics course (MATH 1421,MATH 1426,MATH 2425,MATH 2326,MATH 3330,HONR-SC 1426orHONR-SC 2425) or a qualifying score on the ALEKS PPL and C or better inUNIV 1131(or concurrent enrollment) orENGR 1101(or concurrent enrollment).",33,24,21,14,16,0,0,6,14,0,0,128
2020 - 2021,2021 Spring,UGRD,UGRD,Jason,Losh,,CSE,2312,1,COMPUTER ORGANIZATION & ASSEMBLY LANGUAGE PROGRAMMING,"Computer organization from the viewpoint of software, including instruction set architectures, memory addressing, integer and floating-point representation and arithmetic, instruction pipelining, cache, memory virtualization, and I/O. The relationship of higher-level programming languages to assembly language and instruction set architecture is also explored. Prerequisite: a C or better inCSE 1320and a C or better inCSE 1205orCSE 1106.",11,8,2,2,8,0,0,0,3,0,0,34
2020 - 2021,2021 Spring,UGRD,UGRD,Jason,Losh,,CSE,4352,1,IOT AND NETWORKING,"Study of protocol stacks and layers, implementation of an Ethernet protocol stack, and design of a basic low-latency, small footprint IoT protocol on bare metal embedded devices and embedded Linux systems. Course includes multiple projects with hardware construction and extensive software and integration requirements. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3442.",2,4,1,0,1,0,0,0,2,0,0,10
2020 - 2021,2021 Spring,UGRD,UGRD,Jason,Losh,Mihir Marathe,CSE,4342,1,EMBEDDED SYSTEMS II,"Advanced course in design of microcontroller-based systems. Emphasis is on the application of microcontrollers to real-time problems. Topics include the study of the differences in bare metal and embedded Linux implementations, simple Linux character device drivers, bootloader design, watchdog and supervision concepts, and developing applications such as PID controllers. Course includes significant laboratory content and a project with extensive hardware and software requirements. Prerequisite: Admitted into an Engineering Professional Program. C or better in each of the following:CSE 3323,CSE 3442, andCSE 3313.",11,2,4,1,1,0,0,0,1,0,0,20
2020 - 2021,2021 Spring,UGRD,UGRD,Jason,Losh,Sarker Nadir Afridi Azmi,CSE,3442,1,EMBEDDED SYSTEMS I,"Design of microcontroller-based systems, including microprocessor programming, component and system architectures, memory interfacing, asynchronous and synchronous serial interfaces, timer-based peripherals, analog to digital (A/D) and digital to analog (D/A) converters, and typical applications. Prerequisite: C or better in each of the following:CSE 2312,CSE 2440andCSE 2441.",16,1,2,2,3,0,0,0,2,0,0,26
2020 - 2021,2021 Spring,UGRD,UGRD,Jason,Losh,Xinsheng Li,CSE,2312,2,COMPUTER ORGANIZATION & ASSEMBLY LANGUAGE PROGRAMMING,"Computer organization from the viewpoint of software, including instruction set architectures, memory addressing, integer and floating-point representation and arithmetic, instruction pipelining, cache, memory virtualization, and I/O. The relationship of higher-level programming languages to assembly language and instruction set architecture is also explored. Prerequisite: a C or better inCSE 1320and a C or better inCSE 1205orCSE 1106.",19,9,3,3,1,0,0,5,2,0,0,42
2020 - 2021,2021 Spring,UGRD,UGRD,Jia,Rao,"Lingfeng Xiang, Xiaofeng Wu",CSE,3320,2,OPERATING SYSTEMS,"Functions and components of an operating system, including process synchronization, job scheduling, memory management, file systems protection, and deadlocks. Related system software, such as loaders, linkers, assemblers, and windowing systems. Prerequisite: C or better inCSE 2312.",16,22,7,1,2,0,0,3,2,0,0,53
2020 - 2021,2021 Spring,UGRD,UGRD,Jiang,Ming,Mengfei Ren,CSE,4380,1,INFORMATION SECURITY,"Hands-on introduction to the basics of security. Includes system security, buffer overflows, a high-level overview of cryptography, firewalls and intrusion detection/prevention, malware, penetration testing, forensics, and system administration. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",19,21,0,0,0,0,0,0,1,0,0,41
2020 - 2021,2021 Spring,UGRD,UGRD,Jon,Mitchell,Tanzima Sultana,CSE,3313,1,INTRODUCTION TO SIGNAL PROCESSING,"Examines models for presentation and processing of digital signals. Sampling theorem, correlation and convolution, time and frequency analysis of linear systems, Fourier transform, Z-transform, design of digital filters structures for discrete time systems. Prerequisite: C or better in each of the following:CSE 3318and eitherCSE 3380orMATH 3330.",25,5,3,1,0,0,0,0,3,0,0,37
2020 - 2021,2021 Spring,UGRD,UGRD,Kelly,French,Nasim Shirvani Mahdavi,CSE,3302,1,PROGRAMMING LANGUAGES,"Introduction, analysis, and evaluation of the important concepts found in a variety of programming languages. Formalisms useful in specifying language syntax and semantics; programming language paradigms such as algorithmic, functional, logic, and object-oriented. Prerequisite: C or better in each of the following:CSE 1325,CSE 2312andCSE 3318.",15,11,5,0,2,0,0,1,1,0,0,35
2020 - 2021,2021 Spring,UGRD,UGRD,Kelly,French,Umme Hafsa Billah,CSE,3302,3,PROGRAMMING LANGUAGES,"Introduction, analysis, and evaluation of the important concepts found in a variety of programming languages. Formalisms useful in specifying language syntax and semantics; programming language paradigms such as algorithmic, functional, logic, and object-oriented. Prerequisite: C or better in each of the following:CSE 1325,CSE 2312andCSE 3318.",31,9,0,0,0,0,0,0,0,0,0,40
2020 - 2021,2021 Spring,UGRD,UGRD,Kelly,French,Zahra Anvari,CSE,3302,2,PROGRAMMING LANGUAGES,"Introduction, analysis, and evaluation of the important concepts found in a variety of programming languages. Formalisms useful in specifying language syntax and semantics; programming language paradigms such as algorithmic, functional, logic, and object-oriented. Prerequisite: C or better in each of the following:CSE 1325,CSE 2312andCSE 3318.",22,16,2,1,0,0,0,1,0,0,0,42
2020 - 2021,2021 Spring,UGRD,UGRD,Kyungseo,Park,Krupa Asodariya,CSE,2315,5,DISCRETE STRUCTURES,"Propositional and predicate logic, mathematical proof techniques, sets, combinatorics, functions and relations, graphs, and graph algorithms. Prerequisite: C or better inCSE 1310and C or better inMATH 1426(or C or better in or concurrent enrollment inMATH 2425).",5,19,11,2,1,0,0,2,3,0,0,43
2020 - 2021,2021 Spring,UGRD,UGRD,Kyungseo,Park,Subharag Sarkar,CSE,2315,4,DISCRETE STRUCTURES,"Propositional and predicate logic, mathematical proof techniques, sets, combinatorics, functions and relations, graphs, and graph algorithms. Prerequisite: C or better inCSE 1310and C or better inMATH 1426(or C or better in or concurrent enrollment inMATH 2425).",9,20,7,0,3,0,0,2,2,0,0,43
2020 - 2021,2021 Spring,UGRD,UGRD,Linda,Barasch,"Cristian Garces, David Miller, Mary Koone, Poojitha Thota",CSE,3315,2,THEORETICAL CONCEPTS IN COMPUTER SCIENCE AND ENGINEERING,"Selected theoretical concepts including regular and context free languages, finite state and pushdown automata, Turing machines, computability, and NP-completeness. Prerequisite: C or better inCSE 2315.",11,14,6,7,4,0,0,2,11,0,0,55
2020 - 2021,2021 Spring,UGRD,UGRD,Linda,Barasch,"Cristian Garces, David Miller, Mary Koone, Poojitha Thota",CSE,3315,3,THEORETICAL CONCEPTS IN COMPUTER SCIENCE AND ENGINEERING,"Selected theoretical concepts including regular and context free languages, finite state and pushdown automata, Turing machines, computability, and NP-completeness. Prerequisite: C or better inCSE 2315.",6,10,15,5,10,0,0,1,8,0,0,55
2020 - 2021,2021 Spring,UGRD,UGRD,Linda,Barasch,"Cristian Garces, David Miller, Mary Koone, Poojitha Thota",CSE,3315,4,THEORETICAL CONCEPTS IN COMPUTER SCIENCE AND ENGINEERING,"Selected theoretical concepts including regular and context free languages, finite state and pushdown automata, Turing machines, computability, and NP-completeness. Prerequisite: C or better inCSE 2315.",2,3,1,2,4,0,0,1,2,0,0,15
2020 - 2021,2021 Spring,UGRD,UGRD,Marnim,Galib,Ashiq Imran,CSE,4334,2,DATA MINING,"Automatic discovery of patterns and knowledge from large data repositories, including databases, data warehouses, Web, document collections, and transactions. Basic topics of data mining including data preprocessing, data warehousing and online analytical processing (OLAP), data cube, frequent pattern and association rule mining, correlation analysis, classification and prediction and clustering, as well as advanced topics covering the techniques and applications of data mining on Web and text documents. Prerequisite: Admitted into an Engineering Professional Program. C or better in each of the following:IE 3301(orMATH 3313). Co-requisite:CSE 3330.",37,6,2,0,1,0,0,0,2,0,0,48
2020 - 2021,2021 Spring,UGRD,UGRD,Mary,Koone,Arpitha Venkanna Patil,CSE,2315,2,DISCRETE STRUCTURES,"Propositional and predicate logic, mathematical proof techniques, sets, combinatorics, functions and relations, graphs, and graph algorithms. Prerequisite: C or better inCSE 1310and C or better inMATH 1426(or C or better in or concurrent enrollment inMATH 2425).",10,15,8,6,2,0,0,0,2,0,0,43
2020 - 2021,2021 Spring,UGRD,UGRD,Mary,Koone,"Cristian Garces, David Miller, Linda Barasch, Poojitha Thota",CSE,3315,1,THEORETICAL CONCEPTS IN COMPUTER SCIENCE AND ENGINEERING,"Selected theoretical concepts including regular and context free languages, finite state and pushdown automata, Turing machines, computability, and NP-completeness. Prerequisite: C or better inCSE 2315.",8,10,14,8,7,0,0,1,12,0,0,60
2020 - 2021,2021 Spring,UGRD,UGRD,Md Salik,Parwez,Deborah Jahaj,CSE,2440,1,CIRCUIT ANALYSIS,"Basic principles of electrical circuits using resistors, capacitors and inductors. Filter analysis and synthesis using complex algebra. Introduction to operational amplifiers. Time domain and frequency domain analysis and taxonomy of signals. Concurrent laboratory experiments complement lecture topics. Prerequisite: 
Grade C or better inMATH 2425andPHYS 1444.",11,1,5,0,3,0,0,0,4,0,0,24
2020 - 2021,2021 Spring,UGRD,UGRD,Md Salik,Parwez,Xinyue Hu,CSE,4345,1,COMPUTATIONAL METHODS,"Introduction to numerical methods for solving problems in computer science and computer engineering. Topics include computer arithmetic, linear and nonlinear equations, eigenvalue problems, least squares, optimization, interpolation, and simulation. Prerequisite: Admitted into an Engineering Professional Program. C or better in each of the followingIE 3301orMATH 3313,CSE 3318, and eitherCSE 3380orMATH 3330.",27,5,5,0,0,0,0,1,1,0,0,39
